TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AgeGroup,FrekuensiTransaksi,JamTransaksi,PenggunaanDevice,IPAddressAccount,Cluster_KMeans,Channel,CustomerOccupation
TX000391,AC00251,819214.8905,2023-12-25 17:05:00,Debit,Omaha,D000129,217.82.46.37,M018,19,248,1,7084256.070599999,2024-11-04 08:09:12,18-25,4,17,8,2,1,ATM,Student
TX000392,AC00116,256608.07050000003,2023-05-16 16:21:42,Credit,Austin,D000664,32.169.88.41,M015,25,123,1,27852631.4128,2024-11-04 08:09:22,18-25,6,16,2,6,2,Online,Student
TX000393,AC00131,426733.31150000007,2023-08-23 16:32:59,Debit,Milwaukee,D000008,32.169.88.41,M088,49,73,1,46376701.7586,2024-11-04 08:10:52,46-55,9,16,6,6,3,Online,Engineer
TX000394,AC00265,414356.7290000001,2023-06-05 16:06:43,Credit,Milwaukee,D000037,186.135.2.148,M036,22,140,1,27398444.540599998,2024-11-04 08:10:45,18-25,9,16,8,7,2,Online,Student
TX000395,AC00326,31008.876,2023-12-14 18:52:54,Debit,Columbus,D000539,13.149.61.4,M055,80,283,1,114516485.21319999,2024-11-04 08:12:13,55+,5,18,4,4,0,Branch,Retired
TX000396,AC00411,1585411.6955000001,2023-05-31 16:25:19,Debit,Jacksonville,D000056,217.82.46.37,M007,29,209,1,112774567.72659999,2024-11-04 08:07:32,26-35,6,16,5,2,1,ATM,Doctor
TX000397,AC00039,798951.8345,2023-10-11 16:14:28,Debit,Columbus,D000686,81.102.230.41,M015,35,67,1,118075447.72339998,2024-11-04 08:08:50,26-35,7,16,6,5,3,Online,Engineer
TX000398,AC00293,252252.28100000005,2023-05-15 16:37:12,Debit,Charlotte,D000287,134.222.122.238,M006,67,258,1,98816317.65419999,2024-11-04 08:11:30,55+,4,16,6,8,0,Branch,Retired
TX000399,AC00306,389258.1710000001,2023-05-22 17:24:46,Credit,Houston,D000589,13.149.61.4,M088,61,149,1,113691867.51499999,2024-11-04 08:08:54,55+,6,17,7,4,4,Branch,Doctor
TX000400,AC00285,515000.4115,2023-06-26 18:25:14,Debit,Miami,D000015,13.149.61.4,M055,26,171,1,2034346.6775999998,2024-11-04 08:06:40,26-35,7,18,4,4,1,ATM,Student
TX000401,AC00145,373888.18250000005,2023-09-12 16:50:21,Debit,Jacksonville,D000601,177.172.184.163,M047,23,130,1,4758277.7716,2024-11-04 08:08:01,18-25,5,16,2,3,3,Online,Student
TX000402,AC00128,263554.30750000005,2023-03-29 18:12:17,Credit,Sacramento,D000051,177.172.184.163,M013,40,220,1,188379201.77839997,2024-11-04 08:10:23,36-45,7,18,5,3,2,Online,Doctor
TX000403,AC00292,1367660.5975,2023-05-26 17:07:56,Debit,Tucson,D000573,81.102.230.41,M018,44,25,1,120889383.09439999,2024-11-04 08:09:52,36-45,7,17,8,5,0,Branch,Doctor
TX000404,AC00020,678927.767,2023-04-10 17:57:59,Debit,Milwaukee,D000043,13.149.61.4,M089,42,143,1,10499360.504999999,2024-11-04 08:06:40,36-45,9,17,4,4,1,ATM,Doctor
TX000405,AC00229,973336.9224999999,2023-10-30 17:21:38,Debit,Washington,D000672,32.169.88.41,M034,73,143,1,79316481.93179998,2024-11-04 08:11:10,55+,5,17,4,6,0,Branch,Retired
TX000406,AC00053,408216.40900000004,2023-12-14 18:53:34,Debit,Atlanta,D000110,177.172.184.163,M053,27,128,1,113739770.61779998,2024-11-04 08:07:49,26-35,7,18,7,3,0,Branch,Engineer
TX000407,AC00401,699267.577,2023-10-10 17:07:27,Debit,Jacksonville,D000469,177.172.184.163,M036,51,146,1,120795213.33019997,2024-11-04 08:09:16,46-55,6,17,7,3,1,ATM,Engineer
TX000408,AC00208,374406.27200000006,2023-07-25 17:42:45,Debit,Louisville,D000603,186.135.2.148,M053,46,144,1,90765323.50099997,2024-11-04 08:10:40,46-55,4,17,4,7,1,ATM,Doctor
TX000409,AC00177,442506.2585,2023-09-04 16:41:19,Debit,Austin,D000083,13.149.61.4,M034,80,204,1,38105680.620799996,2024-11-04 08:09:46,55+,9,16,5,4,0,Branch,Retired
TX000410,AC00136,1418567.688,2023-06-19 16:46:11,Credit,Tucson,D000576,81.102.230.41,M026,58,47,1,177117212.06359997,2024-11-04 08:11:13,55+,8,16,2,5,4,Branch,Doctor
TX000411,AC00029,749023.3575,2023-09-26 18:36:46,Credit,Omaha,D000274,141.241.241.128,M088,64,61,1,105563663.08119999,2024-11-04 08:10:01,55+,6,18,5,9,5,ATM,Doctor
TX000412,AC00210,464419.5255,2023-03-13 16:08:41,Debit,Dallas,D000605,141.241.241.128,M013,58,124,1,65200835.950199984,2024-11-04 08:07:12,55+,4,16,3,9,3,Online,Engineer
TX000413,AC00421,465110.3115,2023-11-20 16:29:28,Credit,Austin,D000451,13.149.61.4,M034,18,271,1,19767271.990199998,2024-11-04 08:06:48,,3,16,9,4,5,ATM,Student
TX000414,AC00400,259102.57550000004,2023-02-24 17:00:26,Debit,San Francisco,D000029,13.149.61.4,M030,23,180,1,19012574.97,2024-11-04 08:08:18,18-25,5,17,6,4,1,ATM,Student
TX000415,AC00495,160224.23500000002,2023-05-15 18:47:35,Debit,Dallas,D000446,177.172.184.163,M007,61,91,1,26031272.1346,2024-11-04 08:07:22,55+,8,18,3,3,0,Branch,Retired
TX000416,AC00301,371374.489,2023-10-24 16:43:03,Debit,Charlotte,D000150,81.102.230.41,M088,80,267,1,43581659.8474,2024-11-04 08:08:26,55+,6,16,6,5,0,Branch,Retired
TX000417,AC00434,1184621.4960000003,2023-11-21 17:05:17,Debit,Atlanta,D000137,32.169.88.41,M089,29,61,1,132795535.65119997,2024-11-04 08:09:23,26-35,7,17,6,6,0,Branch,Engineer
TX000418,AC00274,1487550.3455000003,2023-08-07 16:40:02,Credit,Albuquerque,D000220,177.172.184.163,M036,59,38,1,88927153.50659999,2024-11-04 08:07:01,55+,5,16,4,3,2,Online,Doctor
TX000419,AC00365,511508.10449999996,2023-09-26 17:07:06,Debit,El Paso,D000223,134.222.122.238,M010,72,100,1,114207644.09079999,2024-11-04 08:09:17,55+,5,17,2,8,1,ATM,Retired
TX000420,AC00480,294351.85000000003,2023-03-31 17:36:57,Debit,Atlanta,D000599,13.149.61.4,M018,45,144,1,69291493.14799999,2024-11-04 08:08:08,36-45,11,17,6,4,1,ATM,Engineer
TX000421,AC00318,1685959.4355000001,2023-12-11 17:19:07,Debit,Charlotte,D000019,177.172.184.163,M018,53,251,1,82999070.15139998,2024-11-04 08:07:11,46-55,5,17,4,3,0,Branch,Retired
TX000422,AC00235,31008.876,2023-10-13 16:08:26,Debit,New York,D000660,32.169.88.41,M091,34,90,1,48989354.8374,2024-11-04 08:10:31,26-35,7,16,4,6,0,Branch,Engineer
TX000423,AC00333,228554.48349999997,2023-06-30 16:31:46,Debit,Houston,D000078,134.222.122.238,M015,57,131,1,118987986.95499998,2024-11-04 08:09:48,55+,3,16,5,8,1,ATM,Engineer
TX000424,AC00262,1685959.4355000001,2023-03-27 16:51:20,Debit,Jacksonville,D000234,81.102.230.41,M015,24,147,1,16273618.3686,2024-11-04 08:11:28,18-25,5,16,2,5,3,Online,Student
TX000425,AC00267,229724.98200000002,2023-02-03 18:15:15,Debit,Tucson,D000445,32.169.88.41,M030,30,123,1,51106761.2416,2024-11-04 08:10:20,26-35,10,18,6,6,0,Branch,Engineer
TX000426,AC00490,206084.75000000003,2023-06-22 16:47:47,Debit,Milwaukee,D000271,134.222.122.238,M079,58,32,1,5118741.181799999,2024-11-04 08:08:03,55+,5,16,5,8,3,Online,Doctor
TX000427,AC00229,222433.352,2023-01-17 18:42:28,Debit,Austin,D000386,217.82.46.37,M018,53,57,1,57977286.075799994,2024-11-04 08:09:02,46-55,5,18,5,2,1,ATM,Retired
TX000428,AC00196,840533.314,2023-08-24 18:54:06,Debit,Tucson,D000694,13.149.61.4,M091,67,247,1,79723807.07299998,2024-11-04 08:06:33,55+,6,18,1,4,1,ATM,Retired
TX000429,AC00182,1299618.1765,2023-05-01 18:28:00,Debit,Houston,D000016,177.172.184.163,M015,27,287,1,9339569.8546,2024-11-04 08:07:16,26-35,8,18,3,3,3,Online,Engineer
TX000430,AC00357,567979.86,2023-05-15 16:25:29,Debit,Milwaukee,D000623,186.135.2.148,M036,35,248,1,110367957.49679998,2024-11-04 08:06:54,26-35,6,16,2,7,0,Branch,Doctor
TX000431,AC00443,573909.1065,2023-01-16 16:14:45,Credit,Atlanta,D000540,32.169.88.41,M034,36,84,1,83536864.3024,2024-11-04 08:08:01,36-45,4,16,4,6,4,Branch,Engineer
TX000432,AC00499,885587.9120000001,2023-05-15 16:40:24,Credit,Denver,D000670,81.102.230.41,M015,24,44,1,29681875.363199998,2024-11-04 08:08:53,18-25,7,16,8,5,4,Branch,Student
TX000433,AC00285,192883.062,2023-01-30 17:28:00,Debit,Milwaukee,D000140,32.169.88.41,M091,50,110,1,6745066.398599999,2024-11-04 08:11:28,46-55,7,17,4,6,1,ATM,Engineer
TX000434,AC00475,163774.10749999998,2023-07-05 16:08:25,Debit,Washington,D000514,32.169.88.41,M018,66,166,1,32338563.5924,2024-11-04 08:06:25,55+,8,16,4,6,1,ATM,Retired
TX000435,AC00217,153047.736,2023-02-06 16:26:29,Debit,Austin,D000268,177.172.184.163,M055,39,170,1,95986910.47359999,2024-11-04 08:09:34,36-45,6,16,5,3,0,Branch,Engineer
TX000436,AC00452,1493805.7965,2023-07-03 16:48:21,Credit,Omaha,D000102,81.102.230.41,M018,75,107,1,114754364.28579998,2024-11-04 08:09:21,55+,7,16,5,5,2,Online,Retired
TX000437,AC00357,741405.523,2023-01-24 16:00:14,Debit,Milwaukee,D000461,177.172.184.163,M018,42,135,1,82244075.59639998,2024-11-04 08:10:06,36-45,6,16,4,3,3,Online,Engineer
TX000438,AC00080,317090.22250000003,2023-11-24 17:11:27,Debit,Sacramento,D000124,32.169.88.41,M091,35,106,1,147874004.2456,2024-11-04 08:11:35,26-35,6,17,3,6,3,Online,Doctor
TX000439,AC00493,31008.876,2023-02-28 16:28:25,Debit,Los Angeles,D000317,186.135.2.148,M015,34,150,1,104390037.06259999,2024-11-04 08:08:52,26-35,5,16,5,7,1,ATM,Engineer
TX000440,AC00420,446689.3515000001,2023-09-20 17:36:06,Credit,New York,D000160,13.149.61.4,M088,55,145,1,39591569.412,2024-11-04 08:11:40,46-55,4,17,4,4,4,Branch,Retired
TX000441,AC00040,1685959.4355000001,2023-11-13 17:49:04,Credit,Austin,D000077,115.196.150.105,M088,60,159,1,139992753.69579998,2024-11-04 08:11:45,55+,5,17,4,1,4,Branch,Engineer
TX000442,AC00351,177090.92650000003,2023-02-15 16:17:59,Debit,Albuquerque,D000264,81.102.230.41,M015,54,115,1,30145137.046799995,2024-11-04 08:11:25,46-55,2,16,7,5,0,Branch,Engineer
TX000443,AC00070,564084.5945,2023-11-13 17:34:15,Debit,Milwaukee,D000444,81.102.230.41,M047,68,153,1,109669197.019,2024-11-04 08:08:57,55+,8,17,7,5,0,Branch,Retired
TX000444,AC00273,261577.89200000002,2023-10-11 18:50:24,Debit,Miami,D000548,32.169.88.41,M088,19,113,1,3939908.3041999997,2024-11-04 08:09:24,18-25,4,18,9,6,3,Online,Student
TX000445,AC00280,481746.74100000004,2023-12-06 17:27:14,Debit,Jacksonville,D000593,32.169.88.41,M030,36,34,1,148792196.6384,2024-11-04 08:10:13,36-45,5,17,4,6,3,Online,Doctor
TX000446,AC00480,96268.9645,2023-09-18 16:57:44,Credit,Sacramento,D000549,177.172.184.163,M036,77,35,1,115326672.47359999,2024-11-04 08:10:59,55+,11,16,6,3,5,ATM,Retired
TX000447,AC00122,41063.65,2023-12-26 16:07:28,Debit,Jacksonville,D000537,81.102.230.41,M010,34,258,1,142729181.2514,2024-11-04 08:11:40,26-35,6,16,3,5,0,Branch,Engineer
TX000448,AC00072,140613.58800000002,2023-03-10 17:33:12,Debit,Atlanta,D000137,217.82.46.37,M047,21,21,1,19777388.1734,2024-11-04 08:10:57,18-25,4,17,6,2,0,Branch,Student
TX000449,AC00093,134761.09550000002,2023-09-13 16:18:07,Debit,Houston,D000293,217.82.46.37,M066,38,260,1,172941162.3782,2024-11-04 08:07:16,36-45,9,16,3,2,1,ATM,Doctor
TX000450,AC00407,1322644.3765000002,2023-01-06 17:30:07,Debit,El Paso,D000286,141.241.241.128,M034,22,100,1,2511890.0316,2024-11-04 08:07:49,18-25,7,17,4,9,1,ATM,Student
TX000451,AC00495,1429601.0755000003,2023-08-03 17:42:02,Debit,Fort Worth,D000031,177.172.184.163,M010,28,231,1,2388859.3917999994,2024-11-04 08:09:15,26-35,8,17,4,3,3,Online,Student
TX000452,AC00119,104788.6585,2023-12-04 16:10:04,Debit,Milwaukee,D000079,13.149.61.4,M053,58,160,1,106155162.26359999,2024-11-04 08:07:19,55+,6,16,6,4,1,ATM,Engineer
TX000453,AC00271,103714.10249999998,2023-04-25 16:53:22,Debit,Louisville,D000373,81.102.230.41,M034,27,146,1,6979375.053599999,2024-11-04 08:11:34,26-35,5,16,3,5,0,Branch,Student
TX000454,AC00235,206219.0695,2023-04-12 17:39:29,Debit,Austin,D000606,13.149.61.4,M055,67,144,1,111835994.19999999,2024-11-04 08:12:09,55+,7,17,5,4,3,Online,Retired
TX000455,AC00264,1172628.6835000003,2023-10-18 18:32:31,Debit,Houston,D000215,81.102.230.41,M034,20,282,1,13684321.771599999,2024-11-04 08:11:12,18-25,6,18,6,5,1,ATM,Student
TX000456,AC00307,421437.2855,2023-11-10 16:06:27,Debit,Charlotte,D000220,217.82.46.37,M091,48,44,1,119216791.21619998,2024-11-04 08:07:29,46-55,3,16,4,2,1,ATM,Doctor
TX000457,AC00434,362087.255,2023-02-10 16:01:04,Debit,New York,D000501,217.82.46.37,M036,54,123,1,75530202.8344,2024-11-04 08:09:59,46-55,7,16,7,2,0,Branch,Retired
TX000458,AC00290,179451.112,2023-08-14 17:41:24,Debit,Tucson,D000430,13.149.61.4,M030,51,97,1,41524057.93799999,2024-11-04 08:08:04,46-55,4,17,7,4,3,Online,Engineer
TX000459,AC00021,529449.3520000001,2023-09-18 18:47:52,Credit,Milwaukee,D000315,32.169.88.41,M007,62,107,1,26441721.3912,2024-11-04 08:07:39,55+,8,18,9,6,4,Branch,Retired
TX000460,AC00499,723003.7515,2023-01-30 17:47:18,Debit,Milwaukee,D000242,141.241.241.128,M036,68,265,1,115282042.25359999,2024-11-04 08:08:44,55+,7,17,4,9,0,Branch,Retired
TX000461,AC00148,31008.876,2023-08-21 16:07:13,Debit,Houston,D000229,81.102.230.41,M034,66,56,1,67194765.41239999,2024-11-04 08:10:53,55+,5,16,2,5,3,Online,Retired
TX000462,AC00200,1338052.7420000003,2023-05-11 16:30:04,Debit,Atlanta,D000277,13.149.61.4,M010,68,91,1,29991906.624799997,2024-11-04 08:11:18,55+,7,16,5,4,3,Online,Retired
TX000463,AC00074,33484.1925,2023-09-13 16:41:19,Debit,Omaha,D000630,186.135.2.148,M018,18,88,1,29151370.814799998,2024-11-04 08:09:39,,3,16,4,7,1,ATM,Student
TX000464,AC00417,579799.976,2023-10-18 17:47:52,Debit,Atlanta,D000123,13.149.61.4,M013,80,138,1,57671420.3014,2024-11-04 08:07:38,55+,5,17,3,4,3,Online,Retired
TX000465,AC00182,849551.9089999999,2023-10-16 17:47:41,Debit,Austin,D000563,141.241.241.128,M088,23,136,1,26633482.569799997,2024-11-04 08:09:45,18-25,8,17,4,9,0,Branch,Student
TX000466,AC00177,1197170.775,2023-08-08 17:44:21,Debit,Austin,D000162,217.82.46.37,M015,27,249,1,10584455.457799999,2024-11-04 08:10:15,26-35,9,17,5,2,1,ATM,Student
TX000467,AC00063,854675.2385000001,2023-11-20 16:27:31,Debit,Jacksonville,D000039,217.82.46.37,M015,35,235,1,180821817.8584,2024-11-04 08:08:08,26-35,10,16,6,2,1,ATM,Doctor
TX000468,AC00300,121674.5385,2023-11-24 17:29:06,Debit,Fort Worth,D000116,141.241.241.128,M089,26,36,1,23002814.172799997,2024-11-04 08:07:15,26-35,5,17,4,9,1,ATM,Student
TX000469,AC00218,665553.3825000001,2023-11-03 18:33:50,Debit,Atlanta,D000128,13.149.61.4,M091,44,88,1,107233874.68099998,2024-11-04 08:10:25,36-45,7,18,6,4,1,ATM,Doctor
TX000470,AC00036,138061.51750000002,2023-02-13 16:39:52,Credit,Omaha,D000410,13.149.61.4,M007,59,53,1,137867611.38679996,2024-11-04 08:06:23,55+,5,16,5,4,2,Online,Engineer
TX000471,AC00371,31008.876,2023-02-17 16:08:54,Debit,Dallas,D000181,177.172.184.163,M018,63,36,1,96487364.00719997,2024-11-04 08:11:28,55+,2,16,4,3,3,Online,Retired
TX000472,AC00398,396166.0310000001,2023-11-27 18:26:02,Debit,Milwaukee,D000620,81.102.230.41,M013,65,279,1,59274686.5712,2024-11-04 08:06:44,55+,7,18,2,5,1,ATM,Retired
TX000473,AC00213,811884.8835,2023-07-25 18:41:02,Debit,Columbus,D000113,13.149.61.4,M055,60,47,1,6140921.987199999,2024-11-04 08:10:58,55+,6,18,5,4,1,ATM,Engineer
TX000474,AC00464,68771.84400000001,2023-03-28 17:23:54,Credit,Jacksonville,D000422,177.172.184.163,M013,54,172,1,71343739.43099998,2024-11-04 08:10:57,46-55,8,17,7,3,2,Online,Retired
TX000475,AC00219,170010.37,2023-02-14 17:01:44,Credit,Austin,D000403,177.172.184.163,M018,28,105,1,3668259.0317999995,2024-11-04 08:08:47,26-35,10,17,2,3,4,Branch,Student
TX000476,AC00464,1685959.4355000001,2023-09-04 18:46:40,Debit,Charlotte,D000563,81.102.230.41,M023,18,168,1,15741626.146200001,2024-11-04 08:11:20,,8,18,4,5,1,ATM,Student
TX000477,AC00442,103253.5785,2023-10-16 16:55:44,Credit,Austin,D000663,32.169.88.41,M079,55,37,1,38153286.18879999,2024-11-04 08:12:05,46-55,9,16,9,6,5,ATM,Engineer
TX000478,AC00054,43097.631,2023-05-17 16:03:51,Debit,New York,D000602,147.119.62.178,M036,54,78,1,98655202.55999999,2024-11-04 08:07:46,46-55,9,16,8,10,3,Online,Retired
TX000479,AC00392,642603.9365,2023-07-20 18:23:13,Debit,Fort Worth,D000697,13.149.61.4,M030,21,260,1,24720482.5732,2024-11-04 08:08:44,18-25,3,18,9,4,3,Online,Student
TX000480,AC00350,612631.4994999999,2023-07-20 16:58:05,Credit,Omaha,D000457,141.241.241.128,M015,54,59,1,81881826.97739999,2024-11-04 08:06:35,46-55,2,16,2,9,2,Online,Retired
TX000481,AC00306,276890.31500000006,2023-12-08 17:24:44,Debit,Charlotte,D000098,177.172.184.163,M053,18,88,1,4644470.7106,2024-11-04 08:10:39,,6,17,5,3,1,ATM,Student
TX000482,AC00229,669103.255,2023-05-02 17:13:45,Credit,Jacksonville,D000175,177.172.184.163,M036,69,149,1,36382359.0592,2024-11-04 08:06:58,55+,5,17,4,3,4,Branch,Retired
TX000483,AC00148,702702.3184999999,2023-01-12 17:57:06,Debit,Charlotte,D000483,13.149.61.4,M018,62,181,1,161605979.10259998,2024-11-04 08:11:36,55+,5,17,4,4,1,ATM,Doctor
TX000484,AC00305,190177.4835,2023-05-01 16:58:41,Debit,Tucson,D000195,32.169.88.41,M015,55,12,1,80555714.37379998,2024-11-04 08:09:35,46-55,6,16,7,6,3,Online,Retired
TX000485,AC00329,1034932.0075000003,2023-05-22 17:34:50,Debit,Milwaukee,D000051,32.169.88.41,M091,55,127,1,58308591.0756,2024-11-04 08:11:49,46-55,9,17,5,6,1,ATM,Retired
TX000486,AC00400,362643.72150000004,2023-06-08 16:43:06,Debit,Charlotte,D000551,200.136.146.93,M013,58,92,1,108828512.44159998,2024-11-04 08:07:32,55+,5,16,6,13,0,Branch,Engineer
TX000487,AC00148,1685959.4355000001,2023-01-16 17:00:11,Debit,Milwaukee,D000418,141.241.241.128,M015,46,58,1,55649968.87019999,2024-11-04 08:11:35,46-55,5,17,3,9,1,ATM,Engineer
TX000488,AC00128,1362652.3990000002,2023-03-08 16:20:43,Debit,El Paso,D000667,81.102.230.41,M018,26,227,1,6927157.696199999,2024-11-04 08:12:20,26-35,7,16,5,5,1,ATM,Student
TX000489,AC00463,592310.878,2023-02-27 17:14:10,Debit,Milwaukee,D000391,186.135.2.148,M007,53,170,1,148653842.95639998,2024-11-04 08:10:16,46-55,4,17,6,7,3,Online,Doctor
TX000490,AC00256,319834.1780000001,2023-03-27 18:47:56,Debit,Atlanta,D000130,32.169.88.41,M034,57,139,1,76484248.17059998,2024-11-04 08:12:19,55+,3,18,1,6,1,ATM,Retired
TX000491,AC00166,31008.876,2023-09-13 16:55:14,Debit,Los Angeles,D000503,81.102.230.41,M036,45,133,1,64235633.05899999,2024-11-04 08:09:12,36-45,6,16,6,5,1,ATM,Engineer
TX000492,AC00318,969384.0915000002,2023-03-14 16:25:04,Debit,Atlanta,D000660,186.135.2.148,M023,30,128,1,79243734.6732,2024-11-04 08:10:19,26-35,5,16,4,7,1,ATM,Doctor
TX000493,AC00213,127757.293,2023-12-04 17:06:43,Debit,Austin,D000419,81.102.230.41,M030,23,79,1,24343208.446799997,2024-11-04 08:08:48,18-25,6,17,6,5,0,Branch,Student
TX000494,AC00075,428728.91550000006,2023-02-08 17:59:42,Debit,Dallas,D000095,81.102.230.41,M091,77,178,1,118008502.39339998,2024-11-04 08:09:38,55+,5,17,5,5,0,Branch,Retired
TX000495,AC00498,1266345.3175000001,2023-09-20 16:59:45,Debit,Houston,D000665,217.82.46.37,M053,60,114,1,58431324.180599995,2024-11-04 08:06:26,55+,8,16,3,2,3,Online,Engineer
TX000496,AC00039,1218201.371,2023-08-10 16:28:55,Debit,Jacksonville,D000151,177.172.184.163,M088,27,45,1,8755062.74,2024-11-04 08:08:00,26-35,7,16,3,3,1,ATM,Student
TX000497,AC00114,549750.785,2023-10-23 16:58:04,Credit,Atlanta,D000602,32.169.88.41,M030,30,60,1,126719428.733,2024-11-04 08:09:17,26-35,7,16,8,6,4,Branch,Engineer
TX000498,AC00326,619712.056,2023-11-27 16:21:20,Credit,Tucson,D000275,13.149.61.4,M018,76,168,1,35727931.2666,2024-11-04 08:11:24,55+,5,16,3,4,4,Branch,Retired
TX000499,AC00450,1255849.2080000003,2023-08-07 16:37:06,Debit,Columbus,D000277,13.149.61.4,M047,19,114,1,100810990.95339999,2024-11-04 08:10:17,18-25,3,16,5,4,0,Branch,Student
TX000500,AC00325,303120.99450000003,2023-06-21 16:00:51,Debit,Tucson,D000635,81.102.230.41,M088,48,140,1,82267283.31079999,2024-11-04 08:10:06,46-55,5,16,4,5,0,Branch,Doctor
TX000501,AC00433,231989.225,2023-07-12 16:17:27,Debit,Tucson,D000195,200.136.146.93,M018,40,52,1,134030900.14079998,2024-11-04 08:08:19,36-45,3,16,7,13,0,Branch,Doctor
TX000502,AC00284,488865.67450000014,2023-01-18 16:47:29,Debit,Denver,D000216,32.169.88.41,M010,57,57,1,89184223.57379998,2024-11-04 08:07:07,55+,8,16,5,6,0,Branch,Engineer
TX000503,AC00103,1527328.1060000001,2023-09-28 17:53:43,Debit,Austin,D000283,32.169.88.41,M013,65,119,1,81354744.07919998,2024-11-04 08:08:26,55+,5,17,4,6,3,Online,Retired
TX000504,AC00080,286388.62250000006,2023-04-10 16:38:45,Debit,Omaha,D000604,13.149.61.4,M036,39,142,1,84463090.13479999,2024-11-04 08:07:41,36-45,6,16,4,4,1,ATM,Engineer
TX000505,AC00052,31008.876,2023-09-25 16:14:35,Credit,Austin,D000484,186.135.2.148,M089,43,158,1,210955398.56539997,2024-11-04 08:08:48,36-45,3,16,7,7,2,Online,Doctor
TX000506,AC00095,130846.6415,2023-03-14 16:07:32,Credit,Jacksonville,D000589,32.169.88.41,M026,40,189,1,147206931.22399998,2024-11-04 08:07:50,36-45,8,16,7,6,2,Online,Doctor
TX000507,AC00327,946799.2270000003,2023-06-14 17:21:32,Debit,Louisville,D000474,186.135.2.148,M036,39,111,1,33217481.391599998,2024-11-04 08:10:01,36-45,6,17,4,7,0,Branch,Engineer
TX000508,AC00491,72091.4545,2023-04-26 18:35:50,Debit,El Paso,D000422,147.119.62.178,M030,57,42,1,115139225.54959998,2024-11-04 08:09:21,55+,1,18,7,10,1,ATM,Retired
TX000509,AC00353,243694.21000000002,2023-09-15 17:09:41,Credit,Milwaukee,D000024,13.149.61.4,M015,19,68,1,6414356.4684,2024-11-04 08:10:12,18-25,5,17,4,4,4,Branch,Student
TX000510,AC00266,185917.6365,2023-03-16 16:02:01,Debit,Sacramento,D000295,177.172.184.163,M015,59,53,1,89928953.17819999,2024-11-04 08:11:06,55+,4,16,7,3,1,ATM,Retired
TX000511,AC00167,860278.2805,2023-05-01 16:11:56,Debit,Atlanta,D000452,13.149.61.4,M010,25,161,1,13719282.1106,2024-11-04 08:09:44,18-25,5,16,4,4,1,ATM,Student
TX000512,AC00153,1685959.4355000001,2023-09-18 17:44:50,Debit,Austin,D000633,32.169.88.41,M018,51,55,1,6657888.702199999,2024-11-04 08:11:35,46-55,7,17,3,6,1,ATM,Engineer
TX000513,AC00012,31008.876,2023-06-05 17:08:37,Debit,Milwaukee,D000309,200.136.146.93,M055,48,273,1,160346811.829,2024-11-04 08:09:03,46-55,6,17,7,13,3,Online,Doctor
TX000514,AC00469,125819.2545,2023-04-06 17:24:16,Debit,Miami,D000649,134.222.122.238,M036,41,82,1,111780801.49459998,2024-11-04 08:06:26,36-45,1,17,8,8,3,Online,Engineer
TX000515,AC00127,1035814.6784999999,2023-02-21 16:14:16,Debit,San Francisco,D000632,81.102.230.41,M007,46,177,1,30516014.174999997,2024-11-04 08:09:05,46-55,2,16,3,5,3,Online,Engineer
TX000516,AC00480,697559.8004999999,2023-01-18 17:03:54,Debit,Atlanta,D000131,32.169.88.41,M015,63,142,1,15455695.2034,2024-11-04 08:10:57,55+,11,17,1,6,1,ATM,Retired
TX000517,AC00092,124533.62500000001,2023-02-14 16:23:39,Credit,Houston,D000165,115.196.150.105,M053,51,72,1,101974352.02139997,2024-11-04 08:10:18,46-55,8,16,5,1,4,Branch,Retired
TX000518,AC00122,687293.953,2023-04-10 16:44:52,Debit,Atlanta,D000650,13.149.61.4,M013,18,157,1,9221597.3064,2024-11-04 08:07:58,,6,16,3,4,1,ATM,Student
TX000519,AC00067,320831.98000000004,2023-01-18 17:53:37,Debit,Austin,D000002,115.196.150.105,M036,30,84,1,168417145.74419996,2024-11-04 08:06:52,26-35,7,17,5,1,0,Branch,Doctor
TX000520,AC00014,233927.2635,2023-06-26 18:39:52,Debit,Jacksonville,D000264,13.149.61.4,M015,60,133,1,215873500.04199997,2024-11-04 08:08:59,55+,9,18,7,4,0,Branch,Doctor
TX000521,AC00098,263976.45450000005,2023-12-11 17:26:22,Debit,Louisville,D000218,81.102.230.41,M036,54,70,1,75926072.88579999,2024-11-04 08:11:22,46-55,5,17,5,5,3,Online,Engineer
TX000522,AC00345,1025855.8470000002,2023-12-05 17:51:28,Debit,Charlotte,D000354,177.172.184.163,M007,55,45,1,205202860.7422,2024-11-04 08:06:35,46-55,9,17,4,3,3,Online,Doctor
TX000523,AC00360,890193.152,2023-03-13 16:41:12,Debit,Atlanta,D000533,186.135.2.148,M010,50,199,1,35754709.3986,2024-11-04 08:09:14,46-55,6,16,2,7,3,Online,Engineer
TX000524,AC00043,614300.899,2023-01-31 16:58:42,Debit,Milwaukee,D000141,177.172.184.163,M036,60,96,1,45760507.18779999,2024-11-04 08:07:40,55+,4,16,5,3,3,Online,Retired
